bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,species_flag
-0.2940003333712959,-1.5630300016114378,-1.1511318435701958,-1.4546308312295468,Chinstrap,2
0.257487801034195,-1.47357018199787,-1.242094499337356,-1.7138766094145133,Chinstrap,2
0.6256644872164489,-1.5116209477596565,-1.225195300685093,-1.5594454323996967,Chinstrap,2
0.8533305378455174,-1.6863883032188713,-1.3020296658386639,-1.6401220149138283,Chinstrap,2
1.1956401636203324,-1.6060113874681625,-1.1321169234807078,-1.521676553275808,Chinstrap,2
1.557433324485123,-1.7182387421705674,-1.294945041371032,-1.6782214646893547,Chinstrap,2
-1.6526586893124795,-1.114184635354156,-1.33874670060184,-1.620690294858072,Adelie,1
-1.158189544212047,-1.0862059974350255,-1.2607254681613287,-1.7145312096551992,Adelie,1
-1.0228314844967648,-1.342224097539051,-1.1543960026856932,-1.569835679600603,Adelie,1
-0.40939569441838436,-1.1833723242681398,-1.2587017763143833,-1.5433194175412759,Chinstrap,2
-0.24636798677935204,-1.1293480854518632,-1.1949700408025052,-1.5850625580212903,Chinstrap,2
0.1889169427693727,-1.3172443240876073,-1.1621967459856097,-1.6489522412940536,Chinstrap,2
0.4399237212882509,-1.1860694980454003,-1.2586881423959917,-1.70866956408061,Chinstrap,2
0.7579172134847699,-1.120179270089939,-1.3239725901248953,-1.6711925579548466,Chinstrap,2
1.3717022208067302,-1.3615146445437796,-1.3321306134395972,-1.4867521286567413,Chinstrap,2
1.6240690518732102,-1.2125897834925308,-1.2597465000498307,-1.435669543800199,Chinstrap,2
-1.4399231559388022,-0.7963366464501181,-1.3641583104381572,-1.4431817532867195,Adelie,1
-1.100238926175956,-1.0204154006361275,-1.1819962221643932,-1.4921995433298154,Adelie,1
-0.8410767227326594,-0.8961671562403333,-1.2147035728267674,-1.4532902851490586,Adelie,1
-0.37902854766845157,-0.822842765456179,-1.3805023270763104,-1.561307909049694,Chinstrap,2
-0.27786918814365086,-0.9051168016478072,-1.2615124204866477,-1.5774988484665438,Chinstrap,2
0.2792615124449897,-0.7470235184781266,-1.1068484394892557,-1.6518039761119707,Chinstrap,2
0.5173950302467558,-0.9903607941826846,-1.0956632564008624,-1.433872235731647,Chinstrap,2
0.9688661727210598,-0.8052323348922924,-1.1274331333362433,-1.4456742123587876,Chinstrap,2
1.1355025359147626,-1.0273985318695704,-1.1099373064987812,-1.7028593018389113,Chinstrap,2
1.575876186049419,-0.9765479215992884,-1.1046421330323777,-1.5575708969090232,Chinstrap,2
-1.5482600558611244,-0.6102160638470058,-1.1828747955116017,-1.608134198809139,Adelie,1
-1.2397999970045914,-0.4271523363688509,-1.2660921299585899,-1.4455688471776467,Adelie,1
-1.0137877578735104,-0.676391902242393,-1.3732625164492152,-1.7077291717781065,Adelie,1
-0.6151854812272071,-0.47095219753527046,-1.2987029437358564,-1.692539619718831,Chinstrap,2
-0.27364210515307835,-0.41853642714832334,-1.0693085329671124,-1.5069196305740855,Chinstrap,2
0.24825196043314074,-0.5823785625933424,-1.3059578407654182,-1.5553024818898007,Chinstrap,2
0.585683754060409,-0.3966562543202776,-1.0704668501456,-1.6698865159960066,Chinstrap,2
0.9011526011606895,-0.5311104003719872,-1.3301397500921215,-1.72225681917442,Chinstrap,2
1.2250962904894598,-0.5964833053347499,-1.1902253733817043,-1.630367736026901,Chinstrap,2
1.6415692632611096,-0.40165084644568555,-1.0822662001845458,-1.6417599240706184,Chinstrap,2
-1.630811964309677,-0.16869639763278085,-1.3498131528074304,-1.6174797500631608,Adelie,1
-1.270543461679422,-0.26014701019299635,-1.2072049117029793,-1.5653772150988319,Adelie,1
-0.8568374968225679,-0.1756727149423511,-1.150739782192824,-1.5404100198648578,Adelie,1
-0.5492799964651875,-0.2096477635332544,-1.3320910795385668,-1.5293670834239288,Chinstrap,2
-0.07953059840687136,-0.15186493734986753,-1.1320764478060903,-1.580073521237639,Chinstrap,2
0.3077234306367771,-0.10111805474446178,-1.2113378769191954,-1.6837589286917922,Chinstrap,2
0.6521572613554789,-0.3299369240661021,-1.2504265646530608,-1.6987916320630232,Chinstrap,2
0.9615172623242916,-0.2573138352244225,-1.1510531087924056,-1.5616470251235404,Chinstrap,2
1.2567799509562412,-0.11874003963043331,-1.339834324750996,-1.6585045485595253,Chinstrap,2
1.7293927828422966,-0.07354853526106575,-1.0856187055466335,-1.7062077793611636,Chinstrap,2
-1.5859331679170696,0.14593806804464782,-1.251028349841825,-1.6882655064714809,Adelie,1
-1.293842351287274,0.0585901419757218,-1.105499970874324,-1.6653102904568473,Adelie,1
-0.9279509842131755,0.16379685771175637,-1.3686324845553222,-1.5995964699940557,Adelie,1
-0.4592457564835015,0.09994601499140447,-1.2728052150375604,-1.6743886186280799,Chinstrap,2
-0.2530101619163231,0.04886534173867707,-1.3481461242392336,-1.4962992818336847,Chinstrap,2
0.3305981892357074,0.035326218008122405,-1.221152364568807,-1.4473628055356642,Chinstrap,2
0.6470798523378642,0.29022774774288196,-1.1780608492239388,-1.5458715374560874,Chinstrap,2
0.9396295593611594,0.1581024452886011,-1.1671303360602319,-1.6989734484825665,Chinstrap,2
1.1097878788692703,0.29271080758486984,-1.3011719217124582,-1.574975701851421,Chinstrap,2
1.5757731151034522,0.29324681928215623,-1.2704207479230762,-1.5760242931530972,Chinstrap,2
-1.678811279768369,0.6700747303046691,-1.1381444627476327,-1.5525616739259418,Adelie,1
-1.311205700765658,0.41246390895593726,-1.206794971648353,-1.4570732677084781,Adelie,1
-0.9472799573266952,0.45283177994191925,-1.321853375046915,-1.6023543552454973,Adelie,1
-0.5672680449782013,0.4918083441625362,-1.2747230824690583,-1.564968500289959,Adelie,1
-0.0606036695557506,0.45259365059355805,-1.2481437271671203,-1.4641080104769164,Chinstrap,2
0.2107499796304476,0.40575926909918886,-1.2700163646476852,-1.4651256261711307,Chinstrap,2
0.5086212062680283,0.3958198332653733,-1.0894993574336738,-1.5386497102288894,Chinstrap,2
0.9530996849104072,0.633108060036247,-1.3135630038570048,-1.4397376627103406,Chinstrap,2
1.090591816023438,0.4254353193333612,-1.0693423444194081,-1.4547789464584284,Chinstrap,2
1.5689445933191009,0.38276314101826,-1.1562896375273586,-1.6989058234760415,Chinstrap,2
-1.6620429168033466,0.9509323562580627,-1.1545616438288977,-1.6705347167514202,Adelie,1
-1.127452899773409,0.9319561151070517,-1.1737846806403762,-1.7022737348300647,Adelie,1
-0.9264173636288646,0.7818564750737445,-1.079156528720179,-1.6173363390557527,Adelie,1
-0.5268406421613477,0.7227658764249977,-1.1416039692841977,-1.6049265940152488,Adelie,1
-0.08358963589074617,0.9405384353961616,-1.2779945903934034,-1.59311412681667,Chinstrap,2
0.10746191872860791,0.8706002229150571,-1.2951277246374537,-1.5847738518996382,Chinstrap,2
0.6004442766870944,1.0009044330787273,-1.0888493742173886,-1.6981163884278332,Chinstrap,2
0.8270403479253756,0.8102960645858562,-1.14727887827323,-1.5806900716216474,Chinstrap,2
1.0883540375506795,0.901497116249689,-1.234943109988062,-1.4227395105456917,Chinstrap,2
1.6619617281145609,0.78287614372287,-1.17277925179052,-1.5990452976995406,Chinstrap,2
-1.411073912090856,1.2610220832874102,-1.3209388273848313,-1.572426039827293,Adelie,1
-1.16451137410619,1.2891889984946023,-1.306197991784443,-1.5142917649870575,Adelie,1
-0.9661103864140606,1.3622179677618511,-1.1283753200344406,-1.5376561842962775,Adelie,1
-0.44014011534022796,1.09232780639477,-1.374008616038773,-1.5391559535626438,Adelie,1
-0.1249293983169452,1.2182890033928946,-1.355767196951698,-1.491874441578381,Chinstrap,2
0.18146974097494104,1.3249163132623167,-1.2397676835967777,-1.7027770218213172,Chinstrap,2
0.6338751514484351,1.261528118469364,-1.379174308423058,-1.5334730429758199,Chinstrap,2
0.8809773902896256,1.3819128429614969,-1.2922130813451451,-1.513883794851424,Chinstrap,2
1.1392370207129547,1.3177870666002665,-1.131955427225721,-1.6271139999642554,Chinstrap,2
1.6597963540196112,1.2133072717590105,-1.329292400646252,-1.4397281523346566,Chinstrap,2
-1.5852800138050915,1.4755485618750441,-1.2484504378310675,-1.4443923516885009,Adelie,1
-1.1044642316867486,1.6246909478548894,-1.1101936424973662,-1.5078617113986106,Adelie,1
-0.7293289560120253,1.646511954139256,-1.2013470965520732,-1.4132621713276783,Adelie,1
-0.5772994390182631,1.516168570180293,-1.138068354062222,-1.520301158070561,Adelie,1
-0.21618785045406058,1.4845972302452828,-1.2840255254088004,-1.4728074187563978,Adelie,1
0.052832083947253056,1.695664639352574,-1.3384275893450295,-1.4647384222475908,Chinstrap,2
0.4537857780121915,1.5599064501618176,-1.2788945896942134,-1.7138653812047335,Chinstrap,2
0.8366215942027114,1.4231122844080075,-1.1683822340113563,-1.4941142879510965,Chinstrap,2
1.170283683308035,1.5536401517532272,-1.09268886349856,-1.6213691328130537,Chinstrap,2
1.5873615886180406,1.4526414686653548,-1.1768692622979815,-1.4661212089319742,Chinstrap,2
-1.4225706441221324,-1.4580747426232192,-0.9852592905234988,-1.496898096361088,Adelie,1
-1.2228698703255048,-1.506798928397093,-0.8963964947128276,-1.6228807961129605,Adelie,1
-0.8345322529537875,-1.5302901185906215,-0.740825049615146,-1.6852321086094475,Chinstrap,2
-0.5234324983092237,-1.569431134381302,-0.9614096349322214,-1.5294145442883595,Chinstrap,2
-0.07102725203828048,-1.4421210538577502,-0.9640449663356216,-1.5537226739535772,Chinstrap,2
0.14023685116145213,-1.6460074367265443,-0.7519029118404166,-1.4336483574385797,Chinstrap,2
0.6829151038374188,-1.7233480460248987,-0.7451223904823374,-1.4912773840166922,Chinstrap,2
0.8294487541897904,-1.5921963997258715,-0.8043517191125173,-1.4497673195921597,Chinstrap,2
1.0978467295169505,-1.5595472935753352,-0.7537243001989408,-1.6092393405761087,Chinstrap,2
1.4384750335228011,-1.6472825746730715,-1.0304478243108357,-1.4306545121166965,Chinstrap,2
-1.5141129587607556,-1.2331326224994634,-0.7293058477993279,-1.561477307775495,Adelie,1
-1.1680495456241844,-1.2923940753673584,-0.800916103275521,-1.505631029519106,Adelie,1
-1.0031877337729604,-1.352168598627586,-1.009551708587241,-1.6728595020399608,Adelie,1
-0.6595329939957975,-1.1059286167876894,-0.9005980769971784,-1.5077171194077414,Chinstrap,2
-0.07856716263699276,-1.1607710645489164,-0.9122512987704625,-1.4754723610638123,Chinstrap,2
0.23246408133500523,-1.1804140524974298,-0.8777658981140023,-1.4640698835294843,Chinstrap,2
0.484247063573346,-1.219816967574731,-0.8156566188941735,-1.4125037475011022,Chinstrap,2
0.732904947115188,-1.1939244569190617,-0.9636907228134229,-1.6270631614695394,Chinstrap,2
1.3692675680222803,-1.1604617203799175,-0.9887226109023729,-1.5600865992832773,Chinstrap,2
1.5663447761630211,-1.3227344725003822,-0.8820773202292165,-1.5072126084175594,Chinstrap,2
-1.4693719902052202,-0.8013510776914128,-0.8521789379199431,-1.6201801793993442,Adelie,1
-1.3064031624181205,-0.8748642097396421,-0.909355098135125,-1.4394451896207807,Adelie,1
-0.7428798610758935,-0.8054681958890467,-0.9179682620937191,-1.5977155843356743,Chinstrap,2
-0.36724897765984654,-0.7317835851231497,-0.909169364307765,-1.6078377630202976,Chinstrap,2
-0.06992384470432328,-1.0130782378201235,-1.0220928272882257,-1.620251654913188,Chinstrap,2
0.18504574302991494,-0.8524257611823987,-0.8192090104794035,-1.718985228174869,Chinstrap,2
0.37537984529452606,-0.8071316145441736,-0.7555746966200855,-1.4106106032402603,Chinstrap,2
1.0140616003280052,-0.7236335559763508,-0.9395970803790119,-1.5578776362582711,Chinstrap,2
1.1057848856448167,-1.0021212176376408,-0.8969588838264476,-1.4244013256041006,Chinstrap,2
1.7360529726638692,-0.8439979987062872,-0.9274244784226358,-1.4941742227884516,Chinstrap,2
-1.6372309883998917,-0.5617982285340273,-0.908853123874041,-1.6562631463019233,Adelie,1
-1.1466795570233486,-0.4006898589612254,-0.7686253400373815,-1.5832915773247882,Adelie,1
-0.826140143069543,-0.5031910356450507,-0.9319434143723377,-1.5941103285019556,Adelie,1
-0.5030334812679605,-0.5225848442130022,-0.9911850103856727,-1.6809378451432384,Chinstrap,2
-0.27049250338774755,-0.3784387268292393,-0.9875784204009613,-1.6177287061545642,Chinstrap,2
0.22698294987411843,-0.5392566879517156,-0.7303592363939927,-1.7127067492995554,Chinstrap,2
0.4145004227850627,-0.4149390321580042,-0.9871621885689789,-1.4481904150901443,Chinstrap,2
0.8871387287277902,-0.5172482332324867,-0.8022082710050692,-1.431946599769596,Chinstrap,2
1.3401031010390394,-0.6447969746611211,-0.8632920030454527,-1.4393411583588467,Chinstrap,2
1.6872905780291376,-0.4920947942190867,-0.910612289303702,-1.6921484045845268,Chinstrap,2
-1.5025300461316646,-0.24829969077423056,-0.9538866973282735,-1.5307664730532575,Adelie,1
-1.2994368991148761,-0.1831429918900798,-0.9975752843777932,-1.6500656687049757,Adelie,1
-1.0011311447114095,-0.1816713759344355,-0.7511569807047197,-1.4933285379435493,Adelie,1
-0.6351546429048734,-0.26006199886603415,-0.8049949970005146,-1.6896117487673064,Chinstrap,2
-0.141963433235668,-0.05023137008263214,-0.7262625163084286,-1.4520752945528312,Chinstrap,2
0.07244363417679121,-0.28541324749237845,-0.8804104840750426,-1.459039614257442,Chinstrap,2
0.4544522606923788,-0.01628999566866059,-0.8380965090348926,-1.4979238720970183,Chinstrap,2
0.7749252079616925,-0.05921636137334532,-0.7809770706565653,-1.6763310513611656,Chinstrap,2
1.2463507589654839,-0.2395703398583304,-0.8042064935661114,-1.6804306276959853,Chinstrap,2
1.6738272941306183,-0.29282928652377155,-0.7476673574168119,-1.5068495246668987,Chinstrap,2
-1.4171638931166501,0.26011014368189467,-0.9479498141554885,-1.4302375806205243,Adelie,1
-1.085274508936822,0.13759282674429996,-1.0123751112160737,-1.6781684866330782,Adelie,1
-0.986781896011904,0.30206241256406074,-0.9843035390030346,-1.6591389554193239,Adelie,1
-0.4410074132666677,0.19630392152737594,-0.7569012180929363,-1.546673663313287,Chinstrap,2
-0.046941565629648206,0.17772242303208907,-0.9791949496200172,-1.581649485994562,Chinstrap,2
0.27772011031718924,0.2657216500417599,-0.946306936697918,-1.475353244929244,Chinstrap,2
0.3785449374694229,0.04194925621186916,-0.9913431375634381,-1.550237186961034,Chinstrap,2
0.8107850900639051,0.17598620822638705,-0.9463323065528123,-1.46007490960236,Chinstrap,2
1.3728297787497339,0.3176577708222988,-0.7983772620825398,-1.422188094301441,Chinstrap,2
1.561892934642121,0.10980643167883199,-0.9267455896521904,-1.48921130738625,Chinstrap,2
-1.4750297469944393,0.40319111942813657,-0.921846869160446,-1.459356829888492,Adelie,1
-1.2550401461154808,0.4407942901689801,-0.7292637791769334,-1.474297382474495,Adelie,1
-0.8822442385896643,0.6042045120294202,-0.7656049607697338,-1.5411221259246082,Adelie,1
-0.48354571079356157,0.47482925176986834,-0.7302561959002487,-1.5856505634282918,Adelie,1
-0.2430176280710417,0.442786750057569,-0.8375904874847829,-1.4775460111280896,Chinstrap,2
0.15404376024963762,0.5991312401271244,-0.8312787152633722,-1.6579622216230163,Chinstrap,2
0.6258320617500417,0.4734233108492254,-0.8141182835803814,-1.4253243754913114,Chinstrap,2
0.8278060026393285,0.5230206222966848,-1.0324057352547615,-1.6855059064637112,Chinstrap,2
1.322859520490644,0.40215043244573145,-0.7885231237352667,-1.6718615378196666,Chinstrap,2
1.4866149629082979,0.40577125243416545,-0.8949080706880526,-1.5157106708150854,Chinstrap,2
-1.5055124014018173,0.8400394964739342,-1.0000220945883143,-1.609773450385638,Adelie,1
-1.1181397062034193,0.900197774074558,-1.006291644534548,-1.44892296302389,Adelie,1
-0.8206764306464873,1.0244543915148836,-0.7498290677106529,-1.6507298120043088,Adelie,1
-0.6495778436957369,0.8330846420496998,-0.8400935831201548,-1.520246164296237,Adelie,1
-0.10779778022031523,0.8151908882350668,-0.959269250281701,-1.4208724727904223,Chinstrap,2
0.11806288088848328,0.7924537901192734,-0.8501004439067416,-1.6740407814061413,Chinstrap,2
0.5962094548354282,0.9265361689770564,-1.0067388312106367,-1.6271309356012411,Chinstrap,2
0.8749200872582358,0.9702895772022324,-0.8489456896116793,-1.45254183263053,Chinstrap,2
1.3700360197532455,0.8283631175460018,-0.8837004622801546,-1.4298661868236093,Chinstrap,2
1.5077190610098314,0.7960044497513541,-0.7377890977808875,-1.6991750291542347,Chinstrap,2
-1.5571604813267241,1.0858777954011476,-0.7608322355595283,-1.6769601810217238,Adelie,1
-1.1980049182121895,1.3358255714021987,-0.7185237081956124,-1.4335410943739284,Adelie,1
-0.9866581177968515,1.1290563196082062,-0.8697248526335495,-1.5040368935479989,Adelie,1
-0.467329410298993,1.1209000571305836,-0.8661287576394551,-1.5273228650268968,Adelie,1
-0.22852242647835758,1.3650598820448043,-0.8915511768794024,-1.5719318238970155,Chinstrap,2
0.24862538878916332,1.0830946585230663,-1.001953516583905,-1.430638017040183,Chinstrap,2
0.40431317082246243,1.2508289657465566,-1.018905970176791,-1.5960966468325282,Chinstrap,2
1.0362201834505376,1.2809625542576257,-0.793847302626475,-1.5261096608550184,Chinstrap,2
1.1394527144410886,1.1023471567827108,-0.943938140848327,-1.4908829329027005,Chinstrap,2
1.5572506025412187,1.2108487820489844,-1.0143705440668713,-1.6407714437718617,Chinstrap,2
-1.4944709848566946,1.6138238369148723,-0.8733168781370002,-1.5874851937545649,Adelie,1
-1.1823471203896003,1.5881650973115562,-0.9007807555008766,-1.671523209361248,Adelie,1
-0.7176709018314718,1.5568538989050686,-0.8262528699919292,-1.5152930100345126,Adelie,1
-0.6067351803496992,1.4360131131124714,-0.8874002280594732,-1.5363308855505933,Adelie,1
-0.12412005633724059,1.5137007334425978,-0.8287413644364343,-1.6035851197679378,Chinstrap,2
0.26804358549131846,1.4432364280158732,-0.9012413466786371,-1.7008073076081731,Chinstrap,2
0.6104446646066036,1.427169846263473,-0.7970470622485408,-1.5474664082076093,Chinstrap,2
0.9438708285280842,1.6366787363414088,-0.8028439504442424,-1.695565154177337,Chinstrap,2
